-53, -53, -52, -52, -31, 13, 14, 15, 15, 16, 32, 33, 34, 34, 35, 50, 51, 52, 52, 53, 26, 27, 27, 28, 29, 54, 54, 54, 57, 44, 18, 18, 19, 19, 5, -23, -23, -23, -23, -22, -21, -21, -21, -20, -20, 49, 49, 49, 49, 49, 54, 54, 54, 54, 29, -10, -10, -10, -9, -8, -16, -16, -16, -16, -16, -12, -12, -12, -12, -12, 54, 54, 54, 54, 54, -27, -26, -25, -14, -16, -8, -7, -6, -5, -4, 21, 22, 23, 24, 25, 50, 51, 52, 53, 54, 5, 6, 7, 8, 9, 3, 3, 4, 9, 2, -16, -15, -14, -14, -13, 6, 7, 8, 9, 10, 29, 30, 30, 31, 32, 24, 25, 25, 26, 27, 17, 17, 18, 36, 49, -5, -5, -4, -4, -11, -6, -6, -5, -5, -5, 7, 7, 8, 8, 9, 16, 17, 17, 18, 18, 0, 0
-53, -52, -52, -31, -35, 14, 15, 15, 16, 17, 33, 34, 34, 35, 36, 51, 52, 52, 53, 45, 27, 27, 28, 29, 14, 54, 54, 57, 44, 53, 18, 19, 19, 5, -17, -23, -23, -23, -22, -22, -21, -21, -20, -20, -16, 49, 49, 49, 49, 47, 54, 54, 54, 29, 21, -10, -10, -9, -8, -16, -16, -16, -16, -16, -16, -12, -12, -12, -12, -14, 54, 54, 54, 54, 43, -26, -25, -14, -16, -26, -7, -6, -5, -4, -3, 22, 23, 24, 25, 26, 51, 52, 53, 54, 41, 6, 7, 8, 9, 0, 3, 4, 9, 2, -21, -15, -14, -14, -13, -12, 7, 8, 9, 10, 10, 30, 30, 31, 32, 42, 25, 25, 26, 27, 24, 17, 18, 36, 49, 18, -5, -4, -4, -11, -17, -6, -5, -5, -5, -4, 7, 8, 8, 9, 26, 17, 17, 18, 18, 49, 0, 0
-52, -52, -31, -35, -38, 15, 15, 16, 17, 17, 34, 34, 35, 36, 36, 52, 52, 53, 45, 45, 27, 28, 29, 14, -39, 54, 57, 44, 53, 54, 19, 19, 5, -17, -24, -23, -23, -22, -22, -22, -21, -20, -20, -16, -8, 49, 49, 49, 47, 50, 54, 54, 29, 21, 17, -10, -9, -8, -16, -20, -16, -16, -16, -16, -16, -12, -12, -12, -14, 12, 54, 54, 54, 43, 44, -25, -14, -16, -26, -38, -6, -5, -4, -3, -2, 23, 24, 25, 26, 27, 52, 53, 54, 41, 42, 7, 8, 9, 0, -22, 4, 9, 2, -21, -20, -14, -14, -13, -12, -11, 8, 9, 10, 10, 11, 30, 31, 32, 42, 37, 25, 26, 27, 24, 17, 18, 36, 49, 18, 9, -4, -4, -11, -17, -17, -5, -5, -5, -4, -4, 8, 8, 9, 26, 27, 17, 18, 18, 49, 41, 0, 0
-52, -31, -35, -38, -38, 15, 16, 17, 17, 18, 34, 35, 36, 36, 37, 52, 53, 45, 45, 46, 28, 29, 14, -39, -59, 57, 44, 53, 54, 54, 19, 5, -17, -24, -24, -23, -22, -22, -22, -22, -20, -20, -16, -8, -4, 49, 49, 47, 50, 54, 54, 29, 21, 17, 17, -9, -8, -16, -20, -20, -16, -16, -16, -16, -15, -12, -12, -14, 12, 27, 54, 54, 43, 44, 53, -14, -16, -26, -38, -36, -5, -4, -3, -2, -1, 24, 25, 26, 27, 28, 53, 54, 41, 42, 43, 8, 9, 0, -22, -36, 9, 2, -21, -20, -19, -14, -13, -12, -11, -10, 9, 10, 10, 11, 12, 31, 32, 42, 37, 23, 26, 27, 24, 17, -4, 36, 49, 18, 9, 10, -4, -11, -17, -17, -16, -5, -5, -4, -4, -3, 8, 9, 26, 27, 7, 18, 18, 49, 41, 13, 0, 0
-31, -35, -38, -38, -37, 16, 17, 17, 18, 19, 35, 36, 36, 37, 38, 53, 45, 45, 46, 47, 29, 14, -39, -59, -58, 44, 53, 54, 54, 54, 5, -17, -24, -24, -24, -22, -22, -22, -22, -22, -20, -16, -8, -4, -4, 49, 47, 50, 54, 54, 29, 21, 17, 17, 18, -8, -16, -20, -20, -19, -16, -16, -16, -15, -15, -12, -14, 12, 27, 27, 54, 43, 44, 53, 53, -16, -26, -38, -36, -35, -4, -3, -2, -1, 0, 25, 26, 27, 28, 29, 54, 41, 42, 43, 44, 9, 0, -22, -36, -35, 2, -21, -20, -19, -18, -13, -12, -11, -10, -10, 10, 10, 11, 12, 13, 32, 42, 37, 23, 24, 27, 24, 17, -4, -3, 49, 18, 9, 10, 10, -11, -17, -17, -16, -16, -5, -4, -4, -3, -3, 9, 26, 27, 7, 7, 18, 49, 41, 13, 13, 0, 0
-35, -38, -38, -37, -36, 17, 17, 18, 19, 19, 36, 36, 37, 38, 38, 45, 45, 46, 47, 47, 14, -39, -59, -58, -58, 53, 54, 54, 54, 54, -17, -24, -24, -24, -24, -22, -22, -22, -22, -22, -16, -8, -4, -4, -4, 47, 50, 54, 54, 54, 21, 17, 17, 18, 18, -16, -20, -20, -19, -19, -16, -16, -15, -15, -15, -14, 12, 27, 27, 28, 43, 44, 53, 53, 53, -26, -38, -36, -35, -34, -3, -2, -1, 0, 1, 26, 27, 28, 29, 30, 41, 42, 43, 44, 45, 0, -22, -36, -35, -34, -21, -20, -19, -18, -18, -12, -11, -10, -10, -9, 10, 11, 12, 13, 14, 42, 37, 23, 24, 25, 24, 17, -4, -3, -2, 18, 9, 10, 10, 11, -17, -17, -16, -16, -15, -4, -4, -3, -3, -2, 26, 27, 7, 7, 8, 49, 41, 13, 13, 14, 0, 0
12, 13, 13, 14, 15, 31, 32, 32, 33, 34, 49, 50, 50, 51, 52, 25, 25, 26, 27, 27, -35, -35, -34, -33, -33, 18, 18, 18, 18, 19, -23, -23, -23, -23, -23, -21, -21, -21, -21, -21, 49, 49, 49, 49, 49, 54, 54, 54, 54, 54, -10, -10, -10, -10, -10, -17, -17, -16, -16, -16, -13, -12, -12, -12, -12, 53, 54, 54, 54, 54, 18, 18, 18, 18, 19, -10, -9, -8, -7, -6, 19, 20, 21, 22, 23, 48, 49, 50, 51, 52, 3, 4, 5, 6, 7, -33, -32, -31, -30, -29, -18, -17, -16, -15, -14, 5, 6, 6, 7, 8, 27, 28, 29, 30, 30, 22, 23, 24, 25, 25, -17, -16, -15, -14, -13, -6, -6, -5, -5, -4, -7, -7, -6, -6, -5, 6, 7, 7, 7, 8, 15, 16, 16, 17, 17, 11, 12, 12, 13, 13, 0, 0
13, 13, 14, 15, 15, 32, 32, 33, 34, 34, 50, 50, 51, 52, 52, 25, 26, 27, 27, 28, -35, -34, -33, -33, -32, 18, 18, 18, 19, 19, -23, -23, -23, -23, -23, -21, -21, -21, -21, -20, 49, 49, 49, 49, 49, 54, 54, 54, 54, 54, -10, -10, -10, -10, -9, -17, -16, -16, -16, -16, -12, -12, -12, -12, -12, 54, 54, 54, 54, 54, 18, 18, 18, 19, 19, -9, -8, -7, -6, -5, 20, 21, 22, 23, 24, 49, 50, 51, 52, 53, 4, 5, 6, 7, 8, -32, -31, -30, -29, -28, -17, -16, -15, -14, -14, 6, 6, 7, 8, 9, 28, 29, 30, 30, 31, 23, 24, 25, 25, 26, -16, -15, -14, -13, -13, -6, -5, -5, -4, -4, -7, -6, -6, -5, -5, 7, 7, 7, 8, 8, 16, 16, 17, 17, 18, 12, 12, 13, 13, 14, 0, 0
13, 14, 15, 15, 16, 32, 33, 34, 34, 35, 50, 51, 52, 52, 53, 26, 27, 27, 28, 29, -34, -33, -33, -32, -31, 18, 18, 19, 19, 5, -23, -23, -23, -23, -22, -21, -21, -21, -20, -20, 49, 49, 49, 49, 49, 54, 54, 54, 54, 54, -10, -10, -10, -9, -8, -16, -16, -16, -16, -16, -12, -12, -12, -12, -12, 54, 54, 54, 54, 54, 18, 18, 19, 19, 19, -8, -7, -6, -5, -4, 21, 22, 23, 24, 25, 50, 51, 52, 53, 54, 5, 6, 7, 8, 9, -31, -30, -29, -28, -27, -16, -15, -14, -14, -13, 6, 7, 8, 9, 10, 29, 30, 30, 31, 32, 24, 25, 25, 26, 27, -15, -14, -13, -13, -12, -5, -5, -4, -4, -11, -6, -6, -5, -5, -5, 7, 7, 8, 8, 9, 16, 17, 17, 18, 18, 12, 13, 13, 14, 14, 0, 0
14, 15, 15, 16, 17, 33, 34, 34, 35, 36, 51, 52, 52, 53, 45, 27, 27, 28, 29, 14, -33, -33, -32, -31, -2, 18, 19, 19, 5, -17, -23, -23, -23, -22, -22, -21, -21, -20, -20, -16, 49, 49, 49, 49, 47, 54, 54, 54, 54, 57, -10, -10, -9, -8, -16, -16, -16, -16, -16, -16, -12, -12, -12, -12, -14, 54, 54, 54, 54, 43, 18, 19, 19, 19, 16, -7, -6, -5, -4, -3, 22, 23, 24, 25, 26, 51, 52, 53, 54, 41, 6, 7, 8, 9, 0, -30, -29, -28, -27, -16, -15, -14, -14, -13, -12, 7, 8, 9, 10, 10, 30, 30, 31, 32, 42, 25, 25, 26, 27, 24, -14, -13, -13, -12, -15, -5, -4, -4, -11, -17, -6, -5, -5, -5, -4, 7, 8, 8, 9, 26, 17, 17, 18, 18, 49, 13, 13, 14, 14, 21, 0, 0
15, 15, 16, 17, 17, 34, 34, 35, 36, 36, 52, 52, 53, 45, 45, 27, 28, 29, 14, -39, -33, -32, -31, -2, 10, 19, 19, 5, -17, -24, -23, -23, -22, -22, -22, -21, -20, -20, -16, -8, 49, 49, 49, 47, 50, 54, 54, 54, 57, 25, -10, -9, -8, -16, -20, -16, -16, -16, -16, -16, -12, -12, -12, -14, 12, 54, 54, 54, 43, 44, 19, 19, 19, 16, 8, -6, -5, -4, -3, -2, 23, 24, 25, 26, 27, 52, 53, 54, 41, 42, 7, 8, 9, 0, -22, -29, -28, -27, -16, -8, -14, -14, -13, -12, -11, 8, 9, 10, 10, 11, 30, 31, 32, 42, 37, 25, 26, 27, 24, 17, -13, -13, -12, -15, -38, -4, -4, -11, -17, -17, -5, -5, -5, -4, -4, 8, 8, 9, 26, 27, 17, 18, 18, 49, 41, 13, 14, 14, 21, 10, 0, 0
15, 16, 17, 17, 18, 34, 35, 36, 36, 37, 52, 53, 45, 45, 46, 28, 29, 14, -39, -59, -32, -31, -2, 10, 8, 19, 5, -17, -24, -24, -23, -22, -22, -22, -22, -20, -20, -16, -8, -4, 49, 49, 47, 50, 54, 54, 54, 57, 25, 18, -9, -8, -16, -20, -20, -16, -16, -16, -16, -15, -12, -12, -14, 12, 27, 54, 54, 43, 44, 53, 19, 19, 16, 8, -11, -5, -4, -3, -2, -1, 24, 25, 26, 27, 28, 53, 54, 41, 42, 43, 8, 9, 0, -22, -36, -28, -27, -16, -8, -17, -14, -13, -12, -11, -10, 9, 10, 10, 11, 12, 31, 32, 42, 37, 23, 26, 27, 24, 17, -4, -13, -12, -15, -38, -23, -4, -11, -17, -17, -16, -5, -5, -4, -4, -3, 8, 9, 26, 27, 7, 18, 18, 49, 41, 13, 14, 14, 21, 10, -9, 0, 0
16, 17, 17, 18, 19, 35, 36, 36, 37, 38, 53, 45, 45, 46, 47, 29, 14, -39, -59, -58, -31, -2, 10, 8, 8, 5, -17, -24, -24, -24, -22, -22, -22, -22, -22, -20, -16, -8, -4, -4, 49, 47, 50, 54, 54, 54, 57, 25, 18, 18, -8, -16, -20, -20, -19, -16, -16, -16, -15, -15, -12, -14, 12, 27, 27, 54, 43, 44, 53, 53, 19, 16, 8, -11, -11, -4, -3, -2, -1, 0, 25, 26, 27, 28, 29, 54, 41, 42, 43, 44, 9, 0, -22, -36, -35, -27, -16, -8, -17, -16, -13, -12, -11, -10, -10, 10, 10, 11, 12, 13, 32, 42, 37, 23, 24, 27, 24, 17, -4, -3, -12, -15, -38, -23, -22, -11, -17, -17, -16, -16, -5, -4, -4, -3, -3, 9, 26, 27, 7, 7, 18, 49, 41, 13, 13, 14, 21, 10, -9, -9, 0, 0
17, 17, 18, 19, 19, 36, 36, 37, 38, 38, 45, 45, 46, 47, 47, 14, -39, -59, -58, -58, -2, 10, 8, 8, 9, -17, -24, -24, -24, -24, -22, -22, -22, -22, -22, -16, -8, -4, -4, -4, 47, 50, 54, 54, 54, 57, 25, 18, 18, 18, -16, -20, -20, -19, -19, -16, -16, -15, -15, -15, -14, 12, 27, 27, 28, 43, 44, 53, 53, 53, 16, 8, -11, -11, -11, -3, -2, -1, 0, 1, 26, 27, 28, 29, 30, 41, 42, 43, 44, 45, 0, -22, -36, -35, -34, -16, -8, -17, -16, -15, -12, -11, -10, -10, -9, 10, 11, 12, 13, 14, 42, 37, 23, 24, 25, 24, 17, -4, -3, -2, -15, -38, -23, -22, -21, -17, -17, -16, -16, -15, -4, -4, -3, -3, -2, 26, 27, 7, 7, 8, 49, 41, 13, 13, 14, 21, 10, -9, -9, -8, 0, 0
31, 32, 32, 33, 34, 49, 50, 50, 51, 52, 25, 25, 26, 27, 27, -35, -35, -34, -33, -33, 20, 21, 22, 23, 23, -23, -23, -23, -23, -23, -21, -21, -21, -21, -21, 49, 49, 49, 49, 49, 54, 54, 54, 54, 54, -24, -24, -24, -24, -24, -17, -17, -16, -16, -16, -13, -12, -12, -12, -12, 53, 54, 54, 54, 54, 18, 18, 18, 18, 19, -19, -19, -19, -19, -19, 19, 20, 21, 22, 23, 48, 49, 50, 51, 52, 3, 4, 5, 6, 7, -33, -32, -31, -30, -29, 3, 4, 5, 6, 7, 5, 6, 6, 7, 8, 27, 28, 29, 30, 30, 22, 23, 24, 25, 25, -17, -16, -15, -14, -13, -8, -7, -6, -5, -4, -7, -7, -6, -6, -5, 6, 7, 7, 7, 8, 15, 16, 16, 17, 17, 11, 12, 12, 13, 13, -15, -14, -14, -13, -13, 0, 0
32, 32, 33, 34, 34, 50, 50, 51, 52, 52, 25, 26, 27, 27, 28, -35, -34, -33, -33, -32, 21, 22, 23, 23, 24, -23, -23, -23, -23, -23, -21, -21, -21, -21, -20, 49, 49, 49, 49, 49, 54, 54, 54, 54, 54, -24, -24, -24, -24, -24, -17, -16, -16, -16, -16, -12, -12, -12, -12, -12, 54, 54, 54, 54, 54, 18, 18, 18, 19, 19, -19, -19, -19, -19, -18, 20, 21, 22, 23, 24, 49, 50, 51, 52, 53, 4, 5, 6, 7, 8, -32, -31, -30, -29, -28, 4, 5, 6, 7, 8, 6, 6, 7, 8, 9, 28, 29, 30, 30, 31, 23, 24, 25, 25, 26, -16, -15, -14, -13, -13, -7, -6, -5, -4, -4, -7, -6, -6, -5, -5, 7, 7, 7, 8, 8, 16, 16, 17, 17, 18, 12, 12, 13, 13, 14, -14, -14, -13, -13, -12, 0, 0
32, 33, 34, 34, 35, 50, 51, 52, 52, 53, 26, 27, 27, 28, 29, -34, -33, -33, -32, -31, 22, 23, 23, 24, 25, -23, -23, -23, -23, -22, -21, -21, -21, -20, -20, 49, 49, 49, 49, 49, 54, 54, 54, 54, 54, -24, -24, -24, -24, -23, -16, -16, -16, -16, -16, -12, -12, -12, -12, -12, 54, 54, 54, 54, 54, 18, 18, 19, 19, 19, -19, -19, -19, -18, -18, 21, 22, 23, 24, 25, 50, 51, 52, 53, 54, 5, 6, 7, 8, 9, -31, -30, -29, -28, -27, 5, 6, 7, 8, 9, 6, 7, 8, 9, 10, 29, 30, 30, 31, 32, 24, 25, 25, 26, 27, -15, -14, -13, -13, -12, -6, -5, -4, -4, -3, -6, -6, -5, -5, -5, 7, 7, 8, 8, 9, 16, 17, 17, 18, 18, 12, 13, 13, 14, 14, -14, -13, -13, -12, -12, 0, 0
33, 34, 34, 35, 36, 51, 52, 52, 53, 45, 27, 27, 28, 29, 14, -33, -33, -32, -31, -2, 23, 23, 24, 25, 25, -23, -23, -23, -22, -22, -21, -21, -20, -20, -16, 49, 49, 49, 49, 47, 54, 54, 54, 54, 57, -24, -24, -24, -23, -23, -16, -16, -16, -16, -16, -12, -12, -12, -12, -14, 54, 54, 54, 54, 43, 18, 19, 19, 19, 16, -19, -19, -18, -18, -18, 22, 23, 24, 25, 26, 51, 52, 53, 54, 41, 6, 7, 8, 9, 0, -30, -29, -28, -27, -16, 6, 7, 8, 9, 10, 7, 8, 9, 10, 10, 30, 30, 31, 32, 42, 25, 25, 26, 27, 24, -14, -13, -13, -12, -15, -5, -4, -4, -3, -2, -6, -5, -5, -5, -4, 7, 8, 8, 9, 26, 17, 17, 18, 18, 49, 13, 13, 14, 14, 21, -13, -13, -12, -12, -11, 0, 0
34, 34, 35, 36, 36, 52, 52, 53, 45, 45, 27, 28, 29, 14, -39, -33, -32, -31, -2, 10, 23, 24, 25, 25, 26, -23, -23, -22, -22, -22, -21, -20, -20, -16, -8, 49, 49, 49, 47, 50, 54, 54, 54, 57, 25, -24, -24, -23, -23, -23, -16, -16, -16, -16, -16, -12, -12, -12, -14, 12, 54, 54, 54, 43, 44, 19, 19, 19, 16, 8, -19, -18, -18, -18, -18, 23, 24, 25, 26, 27, 52, 53, 54, 41, 42, 7, 8, 9, 0, -22, -29, -28, -27, -16, -8, 7, 8, 9, 10, 11, 8, 9, 10, 10, 11, 30, 31, 32, 42, 37, 25, 26, 27, 24, 17, -13, -13, -12, -15, -38, -4, -4, -3, -2, -1, -5, -5, -5, -4, -4, 8, 8, 9, 26, 27, 17, 18, 18, 49, 41, 13, 14, 14, 21, 10, -13, -12, -12, -11, -11, 0, 0
34, 35, 36, 36, 37, 52, 53, 45, 45, 46, 28, 29, 14, -39, -59, -32, -31, -2, 10, 8, 24, 25, 25, 26, 27, -23, -22, -22, -22, -22, -20, -20, -16, -8, -4, 49, 49, 47, 50, 54, 54, 54, 57, 25, 18, -24, -23, -23, -23, -23, -16, -16, -16, -16, -15, -12, -12, -14, 12, 27, 54, 54, 43, 44, 53, 19, 19, 16, 8, -11, -18, -18, -18, -18, -18, 24, 25, 26, 27, 28, 53, 54, 41, 42, 43, 8, 9, 0, -22, -36, -28, -27, -16, -8, -17, 8, 9, 10, 11, 12, 9, 10, 10, 11, 12, 31, 32, 42, 37, 23, 26, 27, 24, 17, -4, -13, -12, -15, -38, -23, -4, -3, -2, -1, 0, -5, -5, -4, -4, -3, 8, 9, 26, 27, 7, 18, 18, 49, 41, 13, 14, 14, 21, 10, -9, -12, -12, -11, -11, -10, 0, 0
