CMD, D, D, TKEEP, TLAST
DATA, 191826174, 180288460, 0x0, 0
DATA, 20055151, 4237883086, 0x0, 0
DATA, 260308737, 4219596624, 0x0, 0
DATA, 235006762, 224913085, 0x0, 0
DATA, 4103275885, 278986888, 0x0, 0
DATA, 176948353, 254614675, 0x0, 0
DATA, 4289200845, 4275895011, 0x0, 0
DATA, 575277743, 29170679, 0x0, 0
DATA, 81127662, 307434929, 0x0, 0
DATA, 455854, 4180679748, 0x0, 0
DATA, 32700013, 4102092170, 0x0, 0
DATA, 89654639, 4173662475, 0x0, 0
DATA, 313722844, 123204954, 0x0, 0
DATA, 116257790, 152035536, 0x0, 0
DATA, 3785430201, 4132044337, 0x0, 0
DATA, 52891328, 3868593681, 0x0, 0
DATA, 4259967074, 150267658, 0x0, 0
DATA, 31587866, 454162357, 0x0, 0
DATA, 4189529174, 4223011994, 0x0, 0
DATA, 4107533489, 141501139, 0x0, 0
DATA, 197590205, 4029744522, 0x0, 0
DATA, 295109533, 3901749860, 0x0, 0
DATA, 3843290666, 4246998082, 0x0, 0
DATA, 3737586611, 8973909, 0x0, 0
DATA, 4279369354, 209906224, 0x0, 0
DATA, 230222986, 369620708, 0x0, 0
DATA, 212600631, 172229291, 0x0, 0
DATA, 4001103893, 3803575169, 0x0, 0
DATA, 81987769, 4119727002, 0x0, 0
DATA, 313978964, 164891950, 0x0, 0
DATA, 4177129044, 112389160, 0x0, 0
DATA, 223484174, 4262129074, 0x0, 0
DATA, 128383631, 4143975224, 0x0, 0
DATA, 79173237, 11930929, 0x0, 0
DATA, 596182620, 174133794, 0x0, 0
DATA, 3854435141, 83558586, 0x0, 0
DATA, 4209244716, 4188271487, 0x0, 0
DATA, 4208067352, 47449914, 0x0, 0
DATA, 4274916507, 4100720644, 0x0, 0
DATA, 155129061, 4264492129, 0x0, 0
DATA, 4028559981, 4110745314, 0x0, 0
DATA, 4175097466, 314439770, 0x0, 0
DATA, 4247778903, 165412811, 0x0, 0
DATA, 40570859, 3827438052, 0x0, 0
DATA, 4227459850, 3941929541, 0x0, 0
DATA, 251335941, 4207212427, 0x0, 0
DATA, 3605984903, 266201055, 0x0, 0
DATA, 99807043, 3943366288, 0x0, 0
DATA, 3978882609, 234223047, 0x0, 0
DATA, 126015775, 59965377, 0x0, 0
DATA, 165282486, 63899378, 0x0, 0
DATA, 69140916, 0, 0x0F, 1
DATA, 2415853568, 4245164803, 0x0, 0
DATA, 145029840, 4256499450, 0x0, 0
DATA, 4206368783, 3909742389, 0x0, 0
DATA, 9109256, 3575190444, 0x0, 0
DATA, 3940286950, 4240701843, 0x0, 0
DATA, 254341497, 4084271032, 0x0, 0
DATA, 4133754132, 199555608, 0x0, 0
DATA, 158006128, 35723292, 0x0, 0
DATA, 134937954, 116259899, 0x0, 0
DATA, 25811937, 33159007, 0x0, 0
DATA, 4017351015, 4214413759, 0x0, 0
DATA, 3981904754, 4161477763, 0x0, 0
DATA, 170722279, 73465698, 0x0, 0
DATA, 211814743, 66387887, 0x0, 0
DATA, 198638867, 435558362, 0x0, 0
DATA, 3842376241, 49804649, 0x0, 0
DATA, 139205329, 52300614, 0x0, 0
DATA, 262991916, 45999007, 0x0, 0
DATA, 154866113, 3882615431, 0x0, 0
DATA, 4131587705, 508885858, 0x0, 0
DATA, 4094548245, 4132377963, 0x0, 0
DATA, 4049078237, 3960280736, 0x0, 0
DATA, 4142409734, 4200525750, 0x0, 0
DATA, 4008768807, 218297160, 0x0, 0
DATA, 15864525, 43781416, 0x0, 0
DATA, 4232578734, 579607663, 0x0, 0
DATA, 4284090479, 4012244847, 0x0, 0
DATA, 6102803, 4290252020, 0x0, 0
DATA, 4097184167, 456327889, 0x0, 0
DATA, 3971486597, 216466629, 0x0, 0
DATA, 64093685, 337315327, 0x0, 0
DATA, 39588655, 319817988, 0x0, 0
DATA, 167766559, 83102853, 0x0, 0
DATA, 159254377, 66258897, 0x0, 0
DATA, 4164550810, 4010536897, 0x0, 0
DATA, 4026208647, 77779620, 0x0, 0
DATA, 4230932720, 3756458785, 0x0, 0
DATA, 687210578, 3917612989, 0x0, 0
DATA, 4097898526, 535426625, 0x0, 0
DATA, 4133410382, 4023315668, 0x0, 0
DATA, 249558313, 3876590936, 0x0, 0
DATA, 2099972, 118032278, 0x0, 0
DATA, 4122864792, 49482225, 0x0, 0
DATA, 4025812627, 3692106577, 0x0, 0
DATA, 271385702, 4235067059, 0x0, 0
DATA, 4278649243, 286721300, 0x0, 0
DATA, 248775218, 223546758, 0x0, 0
DATA, 165545968, 94577408, 0x0, 0
DATA, 49610310, 3642040045, 0x0, 0
DATA, 4129552281, 274071994, 0x0, 0
DATA, 4248042764, 3822649816, 0x0, 0
DATA, 3981826340, 4207607449, 0x0, 0
DATA, 21166367, 4068406891, 0x0, 0
DATA, 4233624211, 4061853085, 0x0, 0
DATA, 3966435814, 466749064, 0x0, 0
DATA, 110821803, 4056019604, 0x0, 0
DATA, 139332063, 199885560, 0x0, 0
DATA, 4226480518, 143730058, 0x0, 0
DATA, 4033808121, 185529666, 0x0, 0
DATA, 194900577, 4080006101, 0x0, 0
DATA, 4273936327, 156956265, 0x0, 0
DATA, 3928088400, 4239330680, 0x0, 0
DATA, 91620809, 115675043, 0x0, 0
DATA, 4063237459, 4064736464, 0x0, 0
DATA, 4062508822, 0, 0x0F, 1
DATA, 268369922, 4259318128, 0x0, 0
DATA, 4229560163, 48108005, 0x0, 0
DATA, 209971314, 123199236, 0x0, 0
DATA, 4022015091, 108855890, 0x0, 0
DATA, 4279637865, 36568555, 0x0, 0
DATA, 501742925, 100534377, 0x0, 0
DATA, 892136883, 3568893571, 0x0, 0
DATA, 110178202, 3662088935, 0x0, 0
DATA, 3967351468, 87098202, 0x0, 0
DATA, 224004639, 3934458440, 0x0, 0
DATA, 4280613297, 3629585196, 0x0, 0
DATA, 154990877, 4193712075, 0x0, 0
DATA, 23650742, 222298045, 0x0, 0
DATA, 287770020, 42730001, 0x0, 0
DATA, 270014291, 4272357417, 0x0, 0
DATA, 4041012390, 3748201600, 0x0, 0
DATA, 4073583277, 179245684, 0x0, 0
DATA, 4004185613, 488176931, 0x0, 0
DATA, 418778243, 317057871, 0x0, 0
DATA, 404162345, 4223465846, 0x0, 0
DATA, 50729709, 202107854, 0x0, 0
DATA, 4204200790, 4139842880, 0x0, 0
DATA, 4289993462, 3994479, 0x0, 0
DATA, 4261211939, 3895859611, 0x0, 0
DATA, 86643079, 3810588691, 0x0, 0
DATA, 7866418, 4245420805, 0x0, 0
DATA, 575990794, 143988962, 0x0, 0
DATA, 236388947, 4113832274, 0x0, 0
DATA, 47578579, 269288032, 0x0, 0
DATA, 79039291, 3920157511, 0x0, 0
DATA, 140702856, 451540959, 0x0, 0
DATA, 3857704989, 3684301902, 0x0, 0
DATA, 4204265221, 4239590422, 0x0, 0
DATA, 4175230516, 207748196, 0x0, 0
DATA, 400291178, 242091639, 0x0, 0
DATA, 332390743, 545587757, 0x0, 0
DATA, 4115405019, 4259446613, 0x0, 0
DATA, 382603142, 22999126, 0x0, 0
DATA, 3936951021, 4284282937, 0x0, 0
DATA, 405723084, 288088677, 0x0, 0
DATA, 500367514, 3994289672, 0x0, 0
DATA, 33757170, 46855371, 0x0, 0
DATA, 4096403587, 258151543, 0x0, 0
DATA, 34790566, 560994695, 0x0, 0
DATA, 129106790, 4287365599, 0x0, 0
DATA, 4135979182, 4207152299, 0x0, 0
DATA, 336859445, 98820455, 0x0, 0
DATA, 4024959162, 82645149, 0x0, 0
DATA, 4104269430, 240122671, 0x0, 0
DATA, 4209436864, 93384611, 0x0, 0
DATA, 3563330455, 4138132956, 0x0, 0
DATA, 3781492556, 166990428, 0x0, 0
DATA, 4052090095, 4233697465, 0x0, 0
DATA, 118554913, 4246209086, 0x0, 0
DATA, 3536390835, 3903519519, 0x0, 0
DATA, 4137352090, 263064238, 0x0, 0
DATA, 205452609, 249888790, 0x0, 0
DATA, 127597877, 322443011, 0x0, 0
DATA, 101975450, 465959164, 0x0, 0
DATA, 4155507170, 3978627221, 0x0, 0
DATA, 4096067024, 3878753344, 0x0, 0
DATA, 3968726492, 273356308, 0x0, 0
DATA, 4095997743, 4117690621, 0x0, 0
DATA, 26603787, 4138135314, 0x0, 0
DATA, 147260106, 0, 0x0F, 1
DATA, 2415853580, 248705995, 0x0, 0
DATA, 4023192753, 177735374, 0x0, 0
DATA, 4255185194, 4193915185, 0x0, 0
DATA, 4138927888, 4169934376, 0x0, 0
DATA, 104534039, 288491557, 0x0, 0
DATA, 320604369, 236050946, 0x0, 0
DATA, 4105634267, 4156690709, 0x0, 0
DATA, 60822032, 4274513338, 0x0, 0
DATA, 3840614901, 4246469398, 0x0, 0
DATA, 4080796070, 60617005, 0x0, 0
DATA, 3888973606, 321586716, 0x0, 0
DATA, 257890600, 4181327978, 0x0, 0
DATA, 472251289, 4246534141, 0x0, 0
DATA, 4289655338, 128397954, 0x0, 0
DATA, 4167170446, 3916890654, 0x0, 0
DATA, 3904573553, 40829372, 0x0, 0
DATA, 4221959273, 43517232, 0x0, 0
DATA, 200404941, 122810697, 0x0, 0
DATA, 267392897, 624166818, 0x0, 0
DATA, 4060806364, 4145280924, 0x0, 0
DATA, 156045274, 224986904, 0x0, 0
DATA, 3916624501, 3815968661, 0x0, 0
DATA, 3569084687, 3945922168, 0x0, 0
DATA, 4261088798, 4094888226, 0x0, 0
DATA, 357113626, 4043564126, 0x0, 0
DATA, 308148928, 449054692, 0x0, 0
DATA, 30995790, 323874097, 0x0, 0
DATA, 3822845457, 4242666672, 0x0, 0
DATA, 3688373535, 20441341, 0x0, 0
DATA, 342624013, 225967521, 0x0, 0
DATA, 433525715, 4116640511, 0x0, 0
DATA, 239862926, 22285469, 0x0, 0
DATA, 92199013, 654773925, 0x0, 0
DATA, 316344299, 4246267927, 0x0, 0
DATA, 346613042, 467732081, 0x0, 0
DATA, 68680969, 4184935368, 0x0, 0
DATA, 4076143453, 15278610, 0x0, 0
DATA, 4213902746, 4233028204, 0x0, 0
DATA, 191823601, 18740293, 0x0, 0
DATA, 437847527, 398131407, 0x0, 0
DATA, 4103992530, 4175626659, 0x0, 0
DATA, 301138668, 236910953, 0x0, 0
DATA, 3885236062, 3994153408, 0x0, 0
DATA, 221966368, 4043234829, 0x0, 0
DATA, 15407831, 28051274, 0x0, 0
DATA, 313791723, 584780449, 0x0, 0
DATA, 4198494259, 3707375981, 0x0, 0
DATA, 209254600, 3988389612, 0x0, 0
DATA, 211684672, 4071486454, 0x0, 0
DATA, 142009638, 4221042300, 0x0, 0
DATA, 10158140, 4241097882, 0x0, 0
DATA, 4209768811, 54463619, 0x0, 0
DATA, 407559492, 61408054, 0x0, 0
DATA, 4032564759, 154147940, 0x0, 0
DATA, 4084794201, 4013888795, 0x0, 0
DATA, 3876391576, 91291658, 0x0, 0
DATA, 4260296575, 330957524, 0x0, 0
DATA, 4210159246, 4162388867, 0x0, 0
DATA, 4237032661, 264441981, 0x0, 0
DATA, 172096422, 3934253710, 0x0, 0
DATA, 62327924, 4079093545, 0x0, 0
DATA, 350226971, 285801031, 0x0, 0
DATA, 142809116, 4230487976, 0x0, 0
DATA, 431685195, 4139783303, 0x0, 0
DATA, 4126407976, 0, 0x0F, 1
DATA, 268369934, 169931338, 0x0, 0
DATA, 4170579329, 4289722325, 0x0, 0
DATA, 3884191167, 63298057, 0x0, 0
DATA, 4186769417, 320806368, 0x0, 0
DATA, 4072929693, 3876590943, 0x0, 0
DATA, 464779405, 224398919, 0x0, 0
DATA, 248059002, 3987540550, 0x0, 0
DATA, 4119389399, 3952932041, 0x0, 0
DATA, 154331014, 305528595, 0x0, 0
DATA, 4092392374, 4260492123, 0x0, 0
DATA, 4270001009, 4070641610, 0x0, 0
DATA, 4163171943, 4105705057, 0x0, 0
DATA, 3873310275, 235343424, 0x0, 0
DATA, 94831726, 653200785, 0x0, 0
DATA, 3774151439, 4254602294, 0x0, 0
DATA, 627642835, 4291753877, 0x0, 0
DATA, 304609001, 854001488, 0x0, 0
DATA, 4227067677, 44894101, 0x0, 0
DATA, 4201971436, 137305130, 0x0, 0
DATA, 257294160, 4198369840, 0x0, 0
DATA, 158857586, 4234341162, 0x0, 0
DATA, 20254099, 369752908, 0x0, 0
DATA, 4270063432, 4159505995, 0x0, 0
DATA, 145294574, 544870229, 0x0, 0
DATA, 3911061511, 4000456048, 0x0, 0
DATA, 458164099, 174186570, 0x0, 0
DATA, 4235584646, 3959554495, 0x0, 0
DATA, 3760330899, 4041739904, 0x0, 0
DATA, 4091017982, 179240297, 0x0, 0
DATA, 4044228659, 4080665389, 0x0, 0
DATA, 356909385, 4154712432, 0x0, 0
DATA, 4063035574, 4033805756, 0x0, 0
DATA, 3951361123, 89192025, 0x0, 0
DATA, 4063493644, 277023911, 0x0, 0
DATA, 4100924750, 6229077, 0x0, 0
DATA, 64615782, 116918380, 0x0, 0
DATA, 4232309018, 53282592, 0x0, 0
DATA, 4285397591, 10487706, 0x0, 0
DATA, 315170259, 3628213336, 0x0, 0
DATA, 109961982, 564990108, 0x0, 0
DATA, 3404126, 14480927, 0x0, 0
DATA, 552267279, 650978658, 0x0, 0
DATA, 4006018707, 4087547465, 0x0, 0
DATA, 168432424, 3811449497, 0x0, 0
DATA, 349238448, 3949786896, 0x0, 0
DATA, 426716661, 347534114, 0x0, 0
DATA, 4279369062, 3420522960, 0x0, 0
DATA, 29818859, 45610841, 0x0, 0
DATA, 4184469388, 4103137429, 0x0, 0
DATA, 416481378, 4280226430, 0x0, 0
DATA, 153685565, 4219003393, 0x0, 0
DATA, 4189453937, 4233625790, 0x0, 0
DATA, 4228777605, 138611350, 0x0, 0
DATA, 202174462, 4138201458, 0x0, 0
DATA, 54589249, 4124318116, 0x0, 0
DATA, 3995332954, 188812131, 0x0, 0
DATA, 4116648296, 4208004468, 0x0, 0
DATA, 183955764, 28570187, 0x0, 0
DATA, 4089778213, 597483997, 0x0, 0
DATA, 4183818479, 3807964093, 0x0, 0
DATA, 227411106, 4128369462, 0x0, 0
DATA, 101907673, 3917741823, 0x0, 0
DATA, 420733282, 397282863, 0x0, 0
DATA, 4178055777, 231536200, 0x0, 0
DATA, 5507801, 0, 0x0F, 1
DATA, 268369924, 4170313252, 0x0, 0
DATA, 3953397491, 357438699, 0x0, 0
DATA, 4293204772, 3622173413, 0x0, 0
DATA, 402981693, 4083155416, 0x0, 0
DATA, 340720190, 189332978, 0x0, 0
DATA, 167048235, 95356709, 0x0, 0
DATA, 460336517, 4115398888, 0x0, 0
DATA, 120781583, 36303434, 0x0, 0
DATA, 82581386, 484055651, 0x0, 0
DATA, 4171501188, 183694579, 0x0, 0
DATA, 4075099953, 4151177227, 0x0, 0
DATA, 4279497399, 401473515, 0x0, 0
DATA, 376307788, 206962006, 0x0, 0
DATA, 4064082972, 539957502, 0x0, 0
DATA, 4142791840, 3929014058, 0x0, 0
DATA, 4215283497, 3733421, 0x0, 0
DATA, 4111067631, 55968462, 0x0, 0
DATA, 4145813890, 3895908020, 0x0, 0
DATA, 4171754886, 4199609970, 0x0, 0
DATA, 3662291944, 4112526359, 0x0, 0
DATA, 4162715664, 84018293, 0x0, 0
DATA, 4010083367, 3814650567, 0x0, 0
DATA, 4093112103, 4120172567, 0x0, 0
DATA, 4108456477, 3926454480, 0x0, 0
DATA, 4210357391, 543221525, 0x0, 0
DATA, 189657383, 4129818976, 0x0, 0
DATA, 118295494, 61271973, 0x0, 0
DATA, 26873108, 72358505, 0x0, 0
DATA, 4168477610, 4189914723, 0x0, 0
DATA, 4210097558, 45023350, 0x0, 0
DATA, 425786896, 4196339340, 0x0, 0
DATA, 105649299, 335544677, 0x0, 0
DATA, 3629846292, 4125489108, 0x0, 0
DATA, 4205382412, 4215924490, 0x0, 0
DATA, 50266932, 4286322250, 0x0, 0
DATA, 4286778823, 3788833201, 0x0, 0
DATA, 467719023, 3775395376, 0x0, 0
DATA, 251128411, 135395663, 0x0, 0
DATA, 4057597482, 274656463, 0x0, 0
DATA, 4243527051, 4066506689, 0x0, 0
DATA, 146150440, 198907449, 0x0, 0
DATA, 188352303, 4208000805, 0x0, 0
DATA, 120004840, 4170780183, 0x0, 0
DATA, 451535943, 4246932735, 0x0, 0
DATA, 456784357, 20971536, 0x0, 0
DATA, 80547813, 248709834, 0x0, 0
DATA, 4264816460, 4001172385, 0x0, 0
DATA, 4037598254, 193793433, 0x0, 0
DATA, 83427622, 26730754, 0x0, 0
DATA, 3972986118, 331552468, 0x0, 0
DATA, 341438899, 4063355203, 0x0, 0
DATA, 4280946356, 192408365, 0x0, 0
DATA, 4173589335, 3952348707, 0x0, 0
DATA, 266800474, 4167637028, 0x0, 0
DATA, 107214286, 584189440, 0x0, 0
DATA, 4114345547, 16972049, 0x0, 0
DATA, 4058905625, 484507303, 0x0, 0
DATA, 4219271829, 3793614228, 0x0, 0
DATA, 4189518639, 4014804759, 0x0, 0
DATA, 11405961, 4196271543, 0x0, 0
DATA, 70976721, 4016568199, 0x0, 0
DATA, 3894477572, 3793487376, 0x0, 0
DATA, 327481888, 4093117022, 0x0, 0
DATA, 19665010, 4146063869, 0x0, 0
DATA, 4206488774, 0, 0x0F, 1
DATA, 2415853574, 4201909474, 0x0, 0
DATA, 3851487706, 202444407, 0x0, 0
DATA, 4235659608, 275637579, 0x0, 0
DATA, 4171692444, 107876790, 0x0, 0
DATA, 26221524, 29952716, 0x0, 0
DATA, 43838378, 4169400388, 0x0, 0
DATA, 4144622998, 657519132, 0x0, 0
DATA, 4284679340, 256704202, 0x0, 0
DATA, 398918313, 250793642, 0x0, 0
DATA, 218501918, 4117753781, 0x0, 0
DATA, 101179777, 148173915, 0x0, 0
DATA, 156169216, 352446602, 0x0, 0
DATA, 253689970, 519641950, 0x0, 0
DATA, 4061589143, 3906145357, 0x0, 0
DATA, 61535310, 3911447242, 0x0, 0
DATA, 243531592, 4268427467, 0x0, 0
DATA, 3660381265, 4053729866, 0x0, 0
DATA, 4055634249, 69989503, 0x0, 0
DATA, 318565849, 4141804479, 0x0, 0
DATA, 3811966159, 4135647232, 0x0, 0
DATA, 551947412, 92205176, 0x0, 0
DATA, 4278389256, 4238352392, 0x0, 0
DATA, 4019713011, 4218417399, 0x0, 0
DATA, 4206750681, 4117101174, 0x0, 0
DATA, 3649633420, 58593357, 0x0, 0
DATA, 4149876986, 3924830375, 0x0, 0
DATA, 3999205456, 20649080, 0x0, 0
DATA, 281276364, 3820486475, 0x0, 0
DATA, 192546451, 3860855432, 0x0, 0
DATA, 4256831610, 160829666, 0x0, 0
DATA, 4085840228, 4150717989, 0x0, 0
DATA, 806353773, 379850900, 0x0, 0
DATA, 3996380007, 561776025, 0x0, 0
DATA, 4154327009, 4256166643, 0x0, 0
DATA, 441126576, 4019385739, 0x0, 0
DATA, 175443760, 4186963170, 0x0, 0
DATA, 139724883, 4088654462, 0x0, 0
DATA, 127790552, 50593152, 0x0, 0
DATA, 592514054, 4242670408, 0x0, 0
DATA, 4145284860, 253092686, 0x0, 0
DATA, 4266918036, 4209177799, 0x0, 0
DATA, 5117996, 356908774, 0x0, 0
DATA, 4234743232, 4283885540, 0x0, 0
DATA, 486741740, 266142632, 0x0, 0
DATA, 4083553103, 4160679124, 0x0, 0
DATA, 4287033128, 4109952073, 0x0, 0
DATA, 41227646, 4201643922, 0x0, 0
DATA, 4119460030, 4071884198, 0x0, 0
DATA, 3994030891, 4139647242, 0x0, 0
DATA, 54134355, 112458393, 0x0, 0
DATA, 4244831612, 93723479, 0x0, 0
DATA, 4241946572, 4036422371, 0x0, 0
DATA, 185270054, 243803305, 0x0, 0
DATA, 4070379882, 179114363, 0x0, 0
DATA, 4206163051, 4179430733, 0x0, 0
DATA, 4180471269, 3844011135, 0x0, 0
DATA, 251003844, 3981704527, 0x0, 0
DATA, 160432313, 4224903990, 0x0, 0
DATA, 97057727, 4053923608, 0x0, 0
DATA, 4128704570, 4254133329, 0x0, 0
DATA, 4240702881, 4284540570, 0x0, 0
DATA, 4058379816, 4078566618, 0x0, 0
DATA, 4187946820, 48757574, 0x0, 0
DATA, 35056339, 342161352, 0x0, 0
DATA, 287500809, 0, 0x0F, 1
DATA, 2415853577, 7336548, 0x0, 0
DATA, 4149803034, 421785370, 0x0, 0
DATA, 490276322, 4272691153, 0x0, 0
DATA, 49280669, 4096001150, 0x0, 0
DATA, 4164943645, 205650918, 0x0, 0
DATA, 61413313, 4241160901, 0x0, 0
DATA, 561644649, 3744334176, 0x0, 0
DATA, 4023713098, 23925079, 0x0, 0
DATA, 3998682806, 76407159, 0x0, 0
DATA, 67162015, 113307241, 0x0, 0
DATA, 346228060, 4256629124, 0x0, 0
DATA, 4270585563, 333779110, 0x0, 0
DATA, 187295553, 360317980, 0x0, 0
DATA, 294517814, 134152449, 0x0, 0
DATA, 4100128340, 65271589, 0x0, 0
DATA, 4100266273, 4188996078, 0x0, 0
DATA, 4292480455, 19526704, 0x0, 0
DATA, 320145353, 482940665, 0x0, 0
DATA, 4582867, 4007206043, 0x0, 0
DATA, 72820385, 4078565456, 0x0, 0
DATA, 4293521696, 563743807, 0x0, 0
DATA, 3929342094, 283697926, 0x0, 0
DATA, 4149532608, 565376373, 0x0, 0
DATA, 3788448042, 4020885461, 0x0, 0
DATA, 4178897920, 270009931, 0x0, 0
DATA, 4196009155, 3799971620, 0x0, 0
DATA, 4078768054, 4067029528, 0x0, 0
DATA, 3712222740, 41027778, 0x0, 0
DATA, 4021222109, 62261163, 0x0, 0
DATA, 299371646, 4036166625, 0x0, 0
DATA, 4129293314, 337438192, 0x0, 0
DATA, 3727295516, 3621450033, 0x0, 0
DATA, 3728668432, 252768516, 0x0, 0
DATA, 4154330621, 4164943381, 0x0, 0
DATA, 718993586, 265093915, 0x0, 0
DATA, 3885238342, 309203416, 0x0, 0
DATA, 117057367, 4097637864, 0x0, 0
DATA, 575276911, 3973057229, 0x0, 0
DATA, 251003306, 90188195, 0x0, 0
DATA, 4159106411, 280500651, 0x0, 0
DATA, 3908892334, 448659033, 0x0, 0
DATA, 431092390, 4002744257, 0x0, 0
DATA, 4186633746, 4206827434, 0x0, 0
DATA, 132446028, 136383993, 0x0, 0
DATA, 174123365, 2752138, 0x0, 0
DATA, 3917940127, 4060792, 0x0, 0
DATA, 4261738623, 451547920, 0x0, 0
DATA, 41087249, 3463118767, 0x0, 0
DATA, 4275764164, 3995929347, 0x0, 0
DATA, 4219137899, 356709649, 0x0, 0
DATA, 136241262, 4015591019, 0x0, 0
DATA, 537462961, 137951429, 0x0, 0
DATA, 3883067360, 4018738243, 0x0, 0
DATA, 359196732, 244181841, 0x0, 0
DATA, 93192934, 4220909806, 0x0, 0
DATA, 167634973, 4010275483, 0x0, 0
DATA, 191112853, 65210657, 0x0, 0
DATA, 184423397, 3934062257, 0x0, 0
DATA, 3804506935, 4111992891, 0x0, 0
DATA, 4090565686, 4090949516, 0x0, 0
DATA, 4117298690, 156042877, 0x0, 0
DATA, 429390369, 4240376665, 0x0, 0
DATA, 22284239, 93655156, 0x0, 0
DATA, 4105894746, 4077651969, 0x0, 0
DATA, 25098322, 0, 0x0F, 1
DATA, 268369931, 4210943925, 0x0, 0
DATA, 12906289, 3802334738, 0x0, 0
DATA, 308670775, 3848401044, 0x0, 0
DATA, 199942961, 87751204, 0x0, 0
DATA, 156173326, 339735774, 0x0, 0
DATA, 277481156, 581570183, 0x0, 0
DATA, 4288870280, 3850629564, 0x0, 0
DATA, 106948698, 4136239211, 0x0, 0
DATA, 4173527078, 92861988, 0x0, 0
DATA, 4112323260, 4249350085, 0x0, 0
DATA, 139335133, 3998688658, 0x0, 0
DATA, 109644377, 3984788153, 0x0, 0
DATA, 11337788, 4087014596, 0x0, 0
DATA, 4116244301, 4075291532, 0x0, 0
DATA, 86906005, 132842731, 0x0, 0
DATA, 3954442728, 4228647770, 0x0, 0
DATA, 281742790, 4202296094, 0x0, 0
DATA, 4241692299, 4000968575, 0x0, 0
DATA, 415489059, 111808493, 0x0, 0
DATA, 4080007703, 3920294984, 0x0, 0
DATA, 149029535, 2623374, 0x0, 0
DATA, 4202171064, 85925240, 0x0, 0
