CMD, D, D, TKEEP, TLAST
DATA, 130220140, 22741861, 0x0, 0
DATA, 320541628, 220458370, 0x0, 0
DATA, 3906734965, 76347356, 0x0, 0
DATA, 4271307872, 3866690509, 0x0, 0
DATA, 3950971199, 285865326, 0x0, 0
DATA, 220858640, 23847010, 0x0, 0
DATA, 4212202851, 37815872, 0x0, 0
DATA, 4053856591, 4222352606, 0x0, 0
DATA, 4036432277, 390001591, 0x0, 0
DATA, 303626915, 114617635, 0x0, 0
DATA, 4195555945, 239011961, 0x0, 0
DATA, 163115889, 4208906152, 0x0, 0
DATA, 4023317994, 4242602079, 0x0, 0
DATA, 4166834855, 367656470, 0x0, 0
DATA, 3760320159, 4062315697, 0x0, 0
DATA, 4201450149, 121304453, 0x0, 0
DATA, 4269080448, 4065654428, 0x0, 0
DATA, 258410356, 141024777, 0x0, 0
DATA, 160695709, 322517, 0x0, 0
DATA, 316599618, 227681650, 0x0, 0
DATA, 61669034, 452396949, 0x0, 0
DATA, 17504149, 3866749948, 0x0, 0
DATA, 3819054031, 140911542, 0x0, 0
DATA, 132380174, 4232777526, 0x0, 0
DATA, 144113076, 714866037, 0x0, 0
DATA, 3864596960, 287311388, 0x0, 0
DATA, 376038759, 150995836, 0x0, 0
DATA, 4013554545, 211876915, 0x0, 0
DATA, 4156485542, 139981999, 0x0, 0
DATA, 4134069993, 3970299689, 0x0, 0
DATA, 302387922, 4096393063, 0x0, 0
DATA, 143454155, 305270159, 0x0, 0
DATA, 284889407, 159903496, 0x0, 0
DATA, 4119077800, 4108126569, 0x0, 0
DATA, 297859786, 4231990232, 0x0, 0
DATA, 196220742, 3570404775, 0x0, 0
DATA, 116984414, 4143770555, 0x0, 0
DATA, 4073000572, 4227335166, 0x0, 0
DATA, 4021624297, 266668723, 0x0, 0
DATA, 68286986, 185927049, 0x0, 0
DATA, 4135391924, 160757411, 0x0, 0
DATA, 155980848, 40368454, 0x0, 0
DATA, 3664321526, 519240219, 0x0, 0
DATA, 127011644, 3856598657, 0x0, 0
DATA, 486404978, 3890874121, 0x0, 0
DATA, 4012251407, 140314332, 0x0, 0
DATA, 4292213153, 4149999461, 0x0, 0
DATA, 3979801098, 3761760344, 0x0, 0
DATA, 10155618, 4210682645, 0x0, 0
DATA, 4171824259, 71898170, 0x0, 0
DATA, 194317476, 4256231188, 0x0, 0
DATA, 128184092, 3842042087, 0x0, 0
DATA, 3928872670, 4053924331, 0x0, 0
DATA, 216397979, 53609052, 0x0, 0
DATA, 4282055845, 0, 0x0F, 1
DATA, 268369933, 436792207, 0x0, 0
DATA, 246868007, 528348779, 0x0, 0
DATA, 4274254994, 5641103, 0x0, 0
DATA, 6024691, 320143378, 0x0, 0
DATA, 56229504, 4281473914, 0x0, 0
DATA, 447147528, 291900789, 0x0, 0
DATA, 585235696, 166268196, 0x0, 0
DATA, 3948159000, 4284150454, 0x0, 0
DATA, 4175954838, 269152694, 0x0, 0
DATA, 4094755902, 7737429, 0x0, 0
DATA, 4147322945, 4276881533, 0x0, 0
DATA, 3771857902, 273278008, 0x0, 0
DATA, 321980578, 466613671, 0x0, 0
DATA, 4001824030, 140835569, 0x0, 0
DATA, 1040074, 495915962, 0x0, 0
DATA, 269415959, 4065130695, 0x0, 0
DATA, 4030007907, 4135192820, 0x0, 0
DATA, 357693467, 412806275, 0x0, 0
DATA, 4119464583, 21366459, 0x0, 0
DATA, 47976912, 250611887, 0x0, 0
DATA, 252377006, 154335727, 0x0, 0
DATA, 4231136389, 87751390, 0x0, 0
DATA, 231408775, 3896309697, 0x0, 0
DATA, 99290800, 258011291, 0x0, 0
DATA, 93393235, 4186831266, 0x0, 0
DATA, 277945377, 4086037298, 0x0, 0
DATA, 3917423576, 4048363781, 0x0, 0
DATA, 4210486045, 303889761, 0x0, 0
DATA, 3967611688, 369619142, 0x0, 0
DATA, 277281620, 4252501014, 0x0, 0
DATA, 22350756, 4293141131, 0x0, 0
DATA, 3852070134, 134676414, 0x0, 0
DATA, 247334702, 724306941, 0x0, 0
DATA, 100592428, 15402588, 0x0, 0
DATA, 99352009, 47971809, 0x0, 0
DATA, 76615069, 361434509, 0x0, 0
DATA, 3857967875, 3545166115, 0x0, 0
DATA, 4072796652, 4287688286, 0x0, 0
DATA, 4174247351, 80213366, 0x0, 0
DATA, 4040944491, 297399116, 0x0, 0
DATA, 113317001, 464905307, 0x0, 0
DATA, 236781777, 262410596, 0x0, 0
DATA, 4066309287, 299039971, 0x0, 0
DATA, 118163461, 258994146, 0x0, 0
DATA, 81266618, 101906282, 0x0, 0
DATA, 300877963, 4149740774, 0x0, 0
DATA, 4075482710, 3948090384, 0x0, 0
DATA, 4267376661, 4080139688, 0x0, 0
DATA, 3963095420, 360583470, 0x0, 0
DATA, 3815957056, 4007781386, 0x0, 0
DATA, 4203025669, 4205970031, 0x0, 0
DATA, 20441249, 43516394, 0x0, 0
DATA, 277344583, 4030465769, 0x0, 0
DATA, 3960342491, 4035972803, 0x0, 0
DATA, 4186576051, 4111995352, 0x0, 0
DATA, 4129353897, 522725, 0x0, 0
DATA, 4054904536, 253492442, 0x0, 0
DATA, 301004131, 303558172, 0x0, 0
DATA, 73596240, 166134916, 0x0, 0
DATA, 238290296, 52561473, 0x0, 0
DATA, 194770792, 158990993, 0x0, 0
DATA, 3751673301, 4216261428, 0x0, 0
DATA, 4125235023, 306448630, 0x0, 0
DATA, 205648939, 22413712, 0x0, 0
DATA, 494469654, 0, 0x0F, 1
DATA, 268369921, 348188437, 0x0, 0
DATA, 4385679, 39058446, 0x0, 0
DATA, 4223536310, 333125225, 0x0, 0
DATA, 4199998549, 4225175529, 0x0, 0
DATA, 77989191, 436339778, 0x0, 0
DATA, 4103472762, 154339310, 0x0, 0
DATA, 109895012, 4055361809, 0x0, 0
DATA, 3855033624, 12515209, 0x0, 0
DATA, 244319756, 4191029518, 0x0, 0
DATA, 4158389329, 68544024, 0x0, 0
DATA, 21689013, 111874701, 0x0, 0
DATA, 204012941, 4131000581, 0x0, 0
DATA, 3999660773, 268964479, 0x0, 0
DATA, 226689320, 175373598, 0x0, 0
DATA, 555089856, 198903332, 0x0, 0
DATA, 235599642, 86899083, 0x0, 0
DATA, 127729041, 4067756823, 0x0, 0
DATA, 4147246936, 170133137, 0x0, 0
DATA, 4079161264, 96936484, 0x0, 0
DATA, 23130114, 4135454952, 0x0, 0
DATA, 24970152, 4077258109, 0x0, 0
DATA, 4037939159, 4103992684, 0x0, 0
DATA, 349836982, 9565878, 0x0, 0
DATA, 222167001, 4292668726, 0x0, 0
DATA, 236061132, 333059631, 0x0, 0
DATA, 255856969, 206050719, 0x0, 0
DATA, 3984269907, 4285206958, 0x0, 0
DATA, 275316914, 3869377148, 0x0, 0
DATA, 3817862910, 167902398, 0x0, 0
DATA, 632351653, 4126076783, 0x0, 0
DATA, 4134272542, 11598907, 0x0, 0
DATA, 417149471, 3954246228, 0x0, 0
DATA, 125042793, 4082825396, 0x0, 0
DATA, 498337778, 3990225899, 0x0, 0
DATA, 4190575398, 4275370793, 0x0, 0
DATA, 3757897255, 1966552, 0x0, 0
DATA, 4275569516, 4176476435, 0x0, 0
DATA, 131733187, 3940947938, 0x0, 0
DATA, 4015586829, 4276026225, 0x0, 0
DATA, 320858114, 4250531443, 0x0, 0
DATA, 185068311, 4082246174, 0x0, 0
DATA, 221189787, 93914171, 0x0, 0
DATA, 3794211211, 3642291413, 0x0, 0
DATA, 3559322741, 4131783797, 0x0, 0
DATA, 88148364, 4207807255, 0x0, 0
DATA, 226229116, 4073070713, 0x0, 0
DATA, 117773919, 4182907540, 0x0, 0
DATA, 104200474, 3887002342, 0x0, 0
DATA, 4135248467, 3977832707, 0x0, 0
DATA, 4214364916, 407102041, 0x0, 0
DATA, 504956164, 4080204034, 0x0, 0
DATA, 233968030, 169139317, 0x0, 0
DATA, 292298139, 699734501, 0x0, 0
DATA, 3824808254, 4223337167, 0x0, 0
DATA, 63244554, 4104781106, 0x0, 0
DATA, 4209640152, 3591890822, 0x0, 0
DATA, 4239713919, 3923382206, 0x0, 0
DATA, 454622622, 4173922729, 0x0, 0
DATA, 4011657549, 4217309838, 0x0, 0
DATA, 4212582076, 472779467, 0x0, 0
DATA, 98239251, 401005330, 0x0, 0
DATA, 11477393, 454814897, 0x0, 0
DATA, 187955609, 3638690662, 0x0, 0
DATA, 4222350099, 4138861234, 0x0, 0
DATA, 209517737, 0, 0x0F, 1
DATA, 268369934, 4135588586, 0x0, 0
DATA, 331020037, 265820655, 0x0, 0
DATA, 185723639, 140378756, 0x0, 0
DATA, 4014602808, 93841764, 0x0, 0
DATA, 189794274, 3864463416, 0x0, 0
DATA, 484307241, 379192551, 0x0, 0
DATA, 3953722110, 170330445, 0x0, 0
DATA, 99749586, 3809870043, 0x0, 0
DATA, 4254726490, 3992908674, 0x0, 0
DATA, 4231923963, 4004969561, 0x0, 0
DATA, 4264032204, 251465237, 0x0, 0
DATA, 59439524, 4120910288, 0x0, 0
DATA, 4204132096, 4023781755, 0x0, 0
DATA, 4234674133, 562755172, 0x0, 0
DATA, 407044222, 45938249, 0x0, 0
DATA, 119993577, 3969247442, 0x0, 0
DATA, 184675528, 4118672547, 0x0, 0
DATA, 148442322, 209396596, 0x0, 0
DATA, 156827574, 69801866, 0x0, 0
DATA, 4208130899, 3861645747, 0x0, 0
DATA, 3884712202, 4217438684, 0x0, 0
DATA, 15144479, 4293725014, 0x0, 0
DATA, 4075232169, 3676691439, 0x0, 0
DATA, 201129739, 371722159, 0x0, 0
DATA, 4281532460, 3968073978, 0x0, 0
DATA, 149485623, 4112909614, 0x0, 0
DATA, 4262981893, 108264415, 0x0, 0
DATA, 4039830893, 287116862, 0x0, 0
DATA, 317654704, 232787728, 0x0, 0
DATA, 3947367230, 3940366241, 0x0, 0
DATA, 4201714455, 4029807839, 0x0, 0
DATA, 89585800, 358225455, 0x0, 0
DATA, 61014284, 189458258, 0x0, 0
DATA, 14546891, 225378576, 0x0, 0
DATA, 211028897, 354288894, 0x0, 0
DATA, 4128508561, 126480422, 0x0, 0
DATA, 205718930, 255325422, 0x0, 0
DATA, 189659788, 267058664, 0x0, 0
DATA, 197523127, 4061855246, 0x0, 0
DATA, 113443319, 120780565, 0x0, 0
DATA, 4024106994, 139787838, 0x0, 0
DATA, 117830665, 4097116901, 0x0, 0
DATA, 4118477837, 4216057087, 0x0, 0
DATA, 4152956358, 4003850977, 0x0, 0
DATA, 11011602, 68149093, 0x0, 0
DATA, 4259568638, 4147378496, 0x0, 0
DATA, 156105840, 4148892358, 0x0, 0
DATA, 125044443, 102631516, 0x0, 0
DATA, 220850721, 4282050848, 0x0, 0
DATA, 232127052, 3994353890, 0x0, 0
DATA, 3802990636, 75891514, 0x0, 0
DATA, 189332884, 4046390605, 0x0, 0
DATA, 168100862, 4114284017, 0x0, 0
DATA, 256575449, 4280679352, 0x0, 0
DATA, 4047768799, 97060386, 0x0, 0
DATA, 59969419, 311621038, 0x0, 0
DATA, 325194221, 226297492, 0x0, 0
DATA, 80282432, 4165466640, 0x0, 0
DATA, 3833522644, 16778194, 0x0, 0
DATA, 264315493, 3711042663, 0x0, 0
DATA, 4198886345, 21173304, 0x0, 0
DATA, 4283953584, 344195630, 0x0, 0
DATA, 136445206, 387839358, 0x0, 0
DATA, 4196662524, 4217897940, 0x0, 0
DATA, 401864659, 0, 0x0F, 1
DATA, 268369922, 134740296, 0x0, 0
DATA, 4013357105, 3816287880, 0x0, 0
DATA, 90108699, 4203804169, 0x0, 0
DATA, 162401261, 3937729074, 0x0, 0
DATA, 347009728, 300941538, 0x0, 0
DATA, 3824153983, 4112708998, 0x0, 0
DATA, 272629864, 3765692569, 0x0, 0
DATA, 104861108, 117889182, 0x0, 0
DATA, 3974431421, 320732475, 0x0, 0
DATA, 3903589687, 139656310, 0x0, 0
DATA, 4214027378, 3676961364, 0x0, 0
DATA, 25169281, 276168413, 0x0, 0
DATA, 3993638312, 3950830927, 0x0, 0
DATA, 176679373, 95419565, 0x0, 0
DATA, 4122411255, 4184991918, 0x0, 0
DATA, 141818689, 62582373, 0x0, 0
DATA, 68227504, 4132827612, 0x0, 0
DATA, 199296101, 43449827, 0x0, 0
DATA, 4115396395, 4234410316, 0x0, 0
DATA, 121236888, 4281793971, 0x0, 0
DATA, 115276271, 4049076520, 0x0, 0
DATA, 89911936, 710345167, 0x0, 0
DATA, 114562112, 4201514101, 0x0, 0
DATA, 4104519449, 270856011, 0x0, 0
DATA, 172102106, 4208062978, 0x0, 0
DATA, 4171955170, 332464821, 0x0, 0
DATA, 566621407, 276047375, 0x0, 0
DATA, 406125470, 4096919776, 0x0, 0
DATA, 3623753989, 4123788459, 0x0, 0
DATA, 4018870692, 172560413, 0x0, 0
DATA, 4054778657, 137691939, 0x0, 0
DATA, 259914929, 175182713, 0x0, 0
DATA, 3977052169, 245624475, 0x0, 0
DATA, 4224314479, 4221499959, 0x0, 0
DATA, 62254575, 207878815, 0x0, 0
DATA, 4258590858, 44956629, 0x0, 0
DATA, 3886149641, 185662024, 0x0, 0
DATA, 4255772535, 353634099, 0x0, 0
DATA, 123665357, 9832851, 0x0, 0
DATA, 218954395, 4189715983, 0x0, 0
DATA, 207616871, 281473178, 0x0, 0
DATA, 41804083, 162990627, 0x0, 0
DATA, 237965313, 4136041524, 0x0, 0
DATA, 4242336793, 4149542597, 0x0, 0
DATA, 109972710, 399505668, 0x0, 0
DATA, 218362940, 228922332, 0x0, 0
DATA, 662176933, 86831007, 0x0, 0
DATA, 80219770, 4206164596, 0x0, 0
DATA, 4225162724, 4148762933, 0x0, 0
DATA, 4033413023, 314965037, 0x0, 0
DATA, 45673789, 298322144, 0x0, 0
DATA, 4196857540, 3883470096, 0x0, 0
DATA, 116526283, 294449401, 0x0, 0
DATA, 435942091, 4033346192, 0x0, 0
DATA, 4241695409, 4006281151, 0x0, 0
DATA, 230747902, 449779826, 0x0, 0
DATA, 4259641402, 4251446184, 0x0, 0
DATA, 409798942, 4183552711, 0x0, 0
DATA, 175366764, 4102750643, 0x0, 0
DATA, 3878620512, 3950514541, 0x0, 0
DATA, 4106808407, 3986357043, 0x0, 0
DATA, 3863383, 4263776539, 0x0, 0
DATA, 3872454090, 442891321, 0x0, 0
DATA, 4288605802, 4203811683, 0x0, 0
DATA, 3945726133, 0, 0x0F, 1
DATA, 2415853583, 83959977, 0x0, 0
DATA, 352780171, 304282210, 0x0, 0
DATA, 4056216592, 4000971151, 0x0, 0
DATA, 4275898513, 4034013776, 0x0, 0
DATA, 3942389390, 4038917371, 0x0, 0
DATA, 145227772, 189403800, 0x0, 0
DATA, 284104675, 59838751, 0x0, 0
DATA, 390076958, 3965710906, 0x0, 0
DATA, 3889622947, 4068149793, 0x0, 0
DATA, 32111307, 441649758, 0x0, 0
DATA, 139395438, 4119212386, 0x0, 0
DATA, 3796764247, 38270774, 0x0, 0
DATA, 4139514126, 447088618, 0x0, 0
DATA, 4288605177, 4059236025, 0x0, 0
DATA, 3806201152, 4114811626, 0x0, 0
DATA, 4268622304, 77008652, 0x0, 0
DATA, 3990749040, 245633663, 0x0, 0
DATA, 10356009, 228068327, 0x0, 0
DATA, 4274975668, 4138992997, 0x0, 0
DATA, 123869093, 122222322, 0x0, 0
DATA, 4151966477, 111345084, 0x0, 0
DATA, 4237235853, 4144758394, 0x0, 0
DATA, 4100126050, 4076130569, 0x0, 0
DATA, 4055110204, 4107076013, 0x0, 0
DATA, 4107864500, 3875997239, 0x0, 0
DATA, 170197571, 225572444, 0x0, 0
DATA, 3969720261, 4289654157, 0x0, 0
DATA, 3915573564, 145163593, 0x0, 0
DATA, 4076605241, 3986886755, 0x0, 0
DATA, 33299103, 134943598, 0x0, 0
DATA, 3969975956, 4042193903, 0x0, 0
DATA, 527303310, 68029881, 0x0, 0
DATA, 4193122999, 266013539, 0x0, 0
DATA, 3967088067, 4294838622, 0x0, 0
DATA, 456796398, 625087094, 0x0, 0
DATA, 71501483, 75165768, 0x0, 0
DATA, 72486045, 3914595744, 0x0, 0
DATA, 3872457371, 8717342, 0x0, 0
DATA, 130152609, 59636730, 0x0, 0
DATA, 4258269703, 217068046, 0x0, 0
DATA, 24708889, 3999011524, 0x0, 0
DATA, 171571032, 1970222, 0x0, 0
DATA, 4239461583, 3888183587, 0x0, 0
DATA, 4240239979, 217775690, 0x0, 0
DATA, 4281402998, 4059628320, 0x0, 0
DATA, 4194103150, 4219863754, 0x0, 0
DATA, 140898884, 4066440290, 0x0, 0
DATA, 159182821, 75302490, 0x0, 0
DATA, 109384605, 4137021414, 0x0, 0
DATA, 4059814375, 39311228, 0x0, 0
DATA, 4124378938, 4249489527, 0x0, 0
DATA, 3927307241, 4163510673, 0x0, 0
DATA, 4099410107, 4062512211, 0x0, 0
DATA, 306716037, 4062769728, 0x0, 0
DATA, 4213380709, 4190633768, 0x0, 0
DATA, 218693502, 4074500509, 0x0, 0
DATA, 4178709194, 302577805, 0x0, 0
DATA, 4255387765, 4284747323, 0x0, 0
DATA, 4143776612, 61861910, 0x0, 0
DATA, 3965191306, 417725794, 0x0, 0
DATA, 4277797504, 4182448438, 0x0, 0
DATA, 33352954, 186320626, 0x0, 0
DATA, 3978879625, 141168970, 0x0, 0
DATA, 3884715849, 3801225019, 0x0, 0
DATA, 3989182798, 0, 0x0F, 1
DATA, 2415853571, 4258600593, 0x0, 0
DATA, 3822520721, 3905624846, 0x0, 0
DATA, 4281072322, 18087884, 0x0, 0
DATA, 4174451074, 4056289851, 0x0, 0
DATA, 26084696, 4027777936, 0x0, 0
DATA, 3855474814, 4241690347, 0x0, 0
DATA, 246410681, 146924257, 0x0, 0
DATA, 349112422, 83886720, 0x0, 0
DATA, 428675672, 4209702289, 0x0, 0
DATA, 93584768, 4180278153, 0x0, 0
DATA, 4063355074, 4179822668, 0x0, 0
DATA, 125501166, 3725583681, 0x0, 0
DATA, 4078175986, 4182111591, 0x0, 0
DATA, 4167303291, 4184478622, 0x0, 0
DATA, 42660155, 51834946, 0x0, 0
DATA, 4153541123, 4185584917, 0x0, 0
DATA, 4165859931, 3931312442, 0x0, 0
DATA, 4140170486, 212600206, 0x0, 0
DATA, 24906403, 361768049, 0x0, 0
DATA, 196741830, 468712701, 0x0, 0
DATA, 105711332, 3859544308, 0x0, 0
DATA, 97324736, 83229004, 0x0, 0
DATA, 539302369, 3912432542, 0x0, 0
DATA, 39584692, 419630806, 0x0, 0
DATA, 260634912, 99686068, 0x0, 0
DATA, 178198176, 181210091, 0x0, 0
DATA, 387262216, 4113236706, 0x0, 0
DATA, 206042439, 4098497016, 0x0, 0
DATA, 317786007, 4102026253, 0x0, 0
DATA, 281733055, 124127958, 0x0, 0
DATA, 250418293, 4243657886, 0x0, 0
DATA, 4246470789, 296547979, 0x0, 0
DATA, 70054393, 68159193, 0x0, 0
DATA, 3974025375, 4133486449, 0x0, 0
DATA, 3715175746, 4136168226, 0x0, 0
DATA, 4272559197, 3871400690, 0x0, 0
DATA, 69406917, 4194893138, 0x0, 0
DATA, 4100844746, 7401418, 0x0, 0
DATA, 4164613799, 4206290889, 0x0, 0
DATA, 133038701, 3578467543, 0x0, 0
DATA, 4252698240, 4072998311, 0x0, 0
DATA, 67825761, 4218353265, 0x0, 0
DATA, 414125935, 4118804112, 0x0, 0
DATA, 55641069, 203755858, 0x0, 0
DATA, 4100321798, 587329543, 0x0, 0
DATA, 4271571497, 4160225941, 0x0, 0
DATA, 153422139, 144975537, 0x0, 0
DATA, 4193246121, 224398144, 0x0, 0
DATA, 4260364839, 3980981496, 0x0, 0
DATA, 4122022633, 4061130276, 0x0, 0
DATA, 501152240, 3792046202, 0x0, 0
DATA, 64100727, 112531018, 0x0, 0
DATA, 4112642151, 97449781, 0x0, 0
DATA, 210435438, 4245943199, 0x0, 0
DATA, 506070707, 4245484091, 0x0, 0
DATA, 4009235600, 99154888, 0x0, 0
DATA, 301603785, 4208327470, 0x0, 0
DATA, 3771922649, 147390339, 0x0, 0
DATA, 62592973, 4240768237, 0x0, 0
DATA, 189925630, 4287827135, 0x0, 0
DATA, 292022720, 3798146328, 0x0, 0
DATA, 4252174760, 147717155, 0x0, 0
DATA, 4294704874, 181141025, 0x0, 0
DATA, 4176680338, 4169922193, 0x0, 0
DATA, 164950957, 0, 0x0F, 1
DATA, 268369928, 4171758482, 0x0, 0
DATA, 14018621, 281871012, 0x0, 0
DATA, 90105953, 104986852, 0x0, 0
DATA, 322430348, 4250733873, 0x0, 0
DATA, 105708438, 4200265347, 0x0, 0
DATA, 522846840, 341501621, 0x0, 0
DATA, 1307920, 4129944338, 0x0, 0
DATA, 4077254695, 24845429, 0x0, 0
DATA, 4222483137, 4166838994, 0x0, 0
DATA, 15205336, 4233102140, 0x0, 0
DATA, 4068081583, 4284282378, 0x0, 0
DATA, 24966420, 172029897, 0x0, 0
DATA, 4107788772, 4265409251, 0x0, 0
DATA, 4271371434, 3801864936, 0x0, 0
DATA, 349703110, 4145280079, 0x0, 0
DATA, 4269077051, 177604109, 0x0, 0
DATA, 434304135, 4207613493, 0x0, 0
DATA, 7413088, 285149242, 0x0, 0
DATA, 4151965146, 418522797, 0x0, 0
DATA, 4283494929, 237957025, 0x0, 0
DATA, 4088071577, 7012929, 0x0, 0
DATA, 592649867, 247531212, 0x0, 0
DATA, 4197514631, 4226416582, 0x0, 0
DATA, 37352741, 121501943, 0x0, 0
DATA, 61011630, 24846360, 0x0, 0
DATA, 342755728, 133690474, 0x0, 0
DATA, 16969729, 4033547782, 0x0, 0
DATA, 4227397737, 3997958480, 0x0, 0
DATA, 4142520759, 4174708732, 0x0, 0
DATA, 4282050253, 227804725, 0x0, 0
DATA, 4132301537, 3429633352, 0x0, 0
DATA, 204345225, 362283600, 0x0, 0
DATA, 4167106102, 179958835, 0x0, 0
DATA, 3970692799, 4286708667, 0x0, 0
DATA, 4282055955, 28903198, 0x0, 0
DATA, 4157412751, 166327755, 0x0, 0
DATA, 4290447463, 67888604, 0x0, 0
DATA, 3956546824, 4215602026, 0x0, 0
DATA, 349502663, 4237424767, 0x0, 0
DATA, 490930624, 3990939736, 0x0, 0
DATA, 4152491328, 3936225972, 0x0, 0
DATA, 22410460, 288824355, 0x0, 0
DATA, 168625004, 4004702244, 0x0, 0
DATA, 378601635, 320929869, 0x0, 0
DATA, 3975935364, 446174416, 0x0, 0
DATA, 106241550, 395909208, 0x0, 0
DATA, 4066640159, 3982110114, 0x0, 0
DATA, 247533383, 365101833, 0x0, 0
DATA, 4221565891, 203357993, 0x0, 0
DATA, 15473912, 4180669885, 0x0, 0
DATA, 526906076, 4154197376, 0x0, 0
DATA, 4207935858, 4009559120, 0x0, 0
DATA, 4156225590, 102622816, 0x0, 0
DATA, 473887879, 4130083090, 0x0, 0
DATA, 4218547800, 134844, 0x0, 0
DATA, 3887864407, 4181651723, 0x0, 0
DATA, 3761502703, 4131777811, 0x0, 0
DATA, 4270456718, 239405341, 0x0, 0
DATA, 35848935, 4203025501, 0x0, 0
DATA, 5047979, 165741696, 0x0, 0
DATA, 38930785, 205316445, 0x0, 0
DATA, 224070806, 3894087347, 0x0, 0
DATA, 4286913444, 4274528868, 0x0, 0
DATA, 549975401, 115149057, 0x0, 0
DATA, 36637845, 0, 0x0F, 1
DATA, 268369924, 38070780, 0x0, 0
DATA, 131136397, 4086891223, 0x0, 0
DATA, 4024632469, 472583284, 0x0, 0
DATA, 224332846, 31524501, 0x0, 0
DATA, 4231988617, 593559927, 0x0, 0
DATA, 250675479, 238157049, 0x0, 0
DATA, 4260367234, 191817844, 0x0, 0
DATA, 43660166, 4009226899, 0x0, 0
DATA, 29039277, 545193353, 0x0, 0
DATA, 4029475569, 92271061, 0x0, 0
DATA, 473239525, 61935485, 0x0, 0
DATA, 4067757618, 4244446150, 0x0, 0
DATA, 4169399124, 338488600, 0x0, 0
DATA, 4164549018, 150077279, 0x0, 0
DATA, 4026726288, 307686475, 0x0, 0
DATA, 4237427137, 144171083, 0x0, 0
DATA, 3894734078, 123470503, 0x0, 0
DATA, 142597930, 3806333219, 0x0, 0
DATA, 3637771156, 19136851, 0x0, 0
DATA, 4255455555, 302706123, 0x0, 0
DATA, 4292476384, 535889585, 0x0, 0
DATA, 4062842874, 499517956, 0x0, 0
DATA, 4109691148, 363530721, 0x0, 0
